"step","bid","ask","mid","spread","scenario","timestamp"
0,0,0,0,0,"normal_market",1768679734.5912495
1,999.9,1000,999.95,0.10000000000002274,"normal_market",1768679734.5945826
2,999.9,1000,999.95,0.10000000000002274,"normal_market",1768679734.5978339
3,999.8,1000,999.9,0.20000000000004547,"normal_market",1768679734.6011114
4,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6047616
5,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6081817
6,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6114998
7,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6151233
8,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6184828
9,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6217291
10,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6260655
11,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6294007
12,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.632679
13,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6362214
14,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6393642
15,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.644851
16,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6480021
17,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6515684
18,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.655211
19,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6589837
20,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.664784
21,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6699593
22,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6759956
23,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6796782
24,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.683717
25,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6872554
26,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.6910412
27,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.694273
28,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.697707
29,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.700782
30,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.704592
31,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.708285
32,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7116115
33,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7157378
34,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7210243
35,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.723777
36,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.727564
37,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7303758
38,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7343342
39,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.737174
40,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7411573
41,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.744483
42,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7483437
43,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.753209
44,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7570386
45,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7631273
46,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7675178
47,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.771723
48,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7750852
49,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7785811
50,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7824123
51,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.786118
52,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7891324
53,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.793372
54,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.7967105
55,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.799363
56,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.802811
57,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.806516
58,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8107605
59,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8139167
60,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8167076
61,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8203075
62,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8235106
63,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8269076
64,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8321173
65,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8365538
66,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8409824
67,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.844734
68,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8482785
69,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.8513107
70,999.8,999.9,999.8499999999999,0.10000000000002274,"normal_market",1768679734.85508
