step,pnl
26524,5993.0
26525,6014.5
26527,6048.0
26586,6028.0
26600,5853.0
26851,5737.0
26852,5767.0
26853,5994.5
26883,5900.0
26954,5862.0
26996,5836.0
27134,5570.0
27152,5555.0
27219,5606.0
27220,5656.0
27276,5861.0
27380,5696.0
27431,5752.0
27598,5847.0
27599,5862.0
27614,5902.0
27686,5920.0
27687,5938.0
27723,5958.0
27770,6033.0
27771,6003.0
27947,5928.0
28015,6015.5
28017,6063.0
28060,6065.5
28094,5993.0
28454,6007.5
28455,6031.0
28456,6062.0
28457,6030.0
28725,6509.0
28726,6514.0
28900,6494.0
28934,6539.0
28975,6539.0
29001,6504.0
29151,6656.5
29152,6808.0
29308,6991.0
29478,7103.0
29479,7141.0
29560,7165.0
29563,7190.0
29596,7215.0
29809,7097.5
29809,7110.0
29810,7094.0
29859,7064.0
29975,7206.5
29976,7349.0
30184,7279.0
30187,7504.0
30213,7519.0
30214,7579.0
30500,7596.5
30601,7609.0
30602,7629.0
30603,7649.0
30610,7649.0
30611,7704.0
30612,7761.5
30621,7819.0
30622,7841.5
30767,7884.0
30900,7949.0
30908,7859.0
31171,7886.0
31223,7906.0
31224,7934.5
31540,7958.0
31554,7965.5
31718,7985.0
31719,7998.5
31850,8012.0
31851,8013.5
31852,7994.0
31949,7891.5
32002,7846.0
32079,7896.0
32080,7895.0
32081,7803.0
32147,7998.0
32304,7614.5
32306,7590.0
32397,6596.5
32398,6593.0
32430,7286.0
32497,6966.0
32546,7016.0
32569,7061.0
32662,6621.0
32663,6406.0
32665,6281.0
32666,6231.0
32743,7166.0
32803,5991.0
32826,6171.0
32897,6201.0
32898,6108.5
32899,6144.0
32936,6614.0
32937,7014.0
32939,7374.0
33073,7089.0
33414,7071.5
33415,7194.0
33416,7281.5
33535,7759.0
33537,7764.0
33572,8014.0
33573,8071.5
33582,7499.0
33632,7779.0
33674,7659.0
33934,7753.0
33946,7663.0
33955,7715.5
34029,8188.0
34264,7275.5
34266,7283.0
34404,7266.0
34405,7012.0
34406,7009.5
34568,6392.0
34627,5772.0
34628,5752.0
34630,5712.0
34680,6222.0
34867,5822.0
34883,5622.0
34908,3320.0
34938,3720.0
35042,5410.0
35189,3343.0
35234,3643.0
35400,3382.0
35499,3738.0
35500,3611.0
35562,3812.0
35594,3750.0
35757,3733.0
35758,3792.0
35781,3861.0
35782,3831.0
35859,3826.0
35903,3796.0
