"step","bid","ask","mid","spread","scenario","timestamp"
0,0,0,0,0,"flash_crash",1768680090.786045
1,999.8,1000.2,1000,0.40000000000009095,"flash_crash",1768680090.7888849
2,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.793072
3,1000,1000.1,1000.05,0.10000000000002274,"flash_crash",1768680090.7967365
4,999.9,1000.2,1000.05,0.3000000000000682,"flash_crash",1768680090.8043125
5,1000,1000.2,1000.1,0.20000000000004547,"flash_crash",1768680090.807719
6,1000,1000.2,1000.1,0.20000000000004547,"flash_crash",1768680090.8108962
7,1000,1000.2,1000.1,0.20000000000004547,"flash_crash",1768680090.8145576
8,1000,1000.5,1000.25,0.5,"flash_crash",1768680090.8194091
9,1000.2,1000.5,1000.35,0.2999999999999545,"flash_crash",1768680090.8233361
10,1000.2,1000.6,1000.4000000000001,0.39999999999997726,"flash_crash",1768680090.8280525
11,1000.2,1000.6,1000.4000000000001,0.39999999999997726,"flash_crash",1768680090.831571
12,1000.3,1000.5,1000.4,0.20000000000004547,"flash_crash",1768680090.834616
13,1000.2,1000.6,1000.4000000000001,0.39999999999997726,"flash_crash",1768680090.838702
14,1000.3,1000.4,1000.3499999999999,0.10000000000002274,"flash_crash",1768680090.8428998
15,1000.3,1000.4,1000.3499999999999,0.10000000000002274,"flash_crash",1768680090.846764
16,1000.2,1000.4,1000.3,0.1999999999999318,"flash_crash",1768680090.8516502
17,1000.3,1000.4,1000.3499999999999,0.10000000000002274,"flash_crash",1768680090.85491
18,1000.2,1000.4,1000.3,0.1999999999999318,"flash_crash",1768680090.859248
19,1000.2,1000.4,1000.3,0.1999999999999318,"flash_crash",1768680090.863756
20,1000.2,1000.4,1000.3,0.1999999999999318,"flash_crash",1768680090.8682811
21,999.9,1000.4,1000.15,0.5,"flash_crash",1768680090.871451
22,1000,1000.2,1000.1,0.20000000000004547,"flash_crash",1768680090.8749087
23,1000,1000.2,1000.1,0.20000000000004547,"flash_crash",1768680090.8782108
24,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.8812466
25,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.8864887
26,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.8897245
27,999.5,1000.1,999.8,0.6000000000000227,"flash_crash",1768680090.8945513
28,999.7,999.8,999.75,0.09999999999990905,"flash_crash",1768680090.899877
29,999.5,999.8,999.65,0.2999999999999545,"flash_crash",1768680090.9064102
30,999.5,999.8,999.65,0.2999999999999545,"flash_crash",1768680090.9116004
31,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9198809
32,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9235423
33,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9278252
34,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.932047
35,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.935345
36,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9395683
37,999.6,999.7,999.6500000000001,0.10000000000002274,"flash_crash",1768680090.9436958
38,999.6,999.7,999.6500000000001,0.10000000000002274,"flash_crash",1768680090.9489532
39,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9529831
40,999.6,999.7,999.6500000000001,0.10000000000002274,"flash_crash",1768680090.9583302
41,999.6,999.8,999.7,0.1999999999999318,"flash_crash",1768680090.9632998
42,999.6,1000,999.8,0.39999999999997726,"flash_crash",1768680090.9677036
43,999.6,1000.1,999.85,0.5,"flash_crash",1768680090.9725692
44,999.8,1000,999.9,0.20000000000004547,"flash_crash",1768680090.9769359
45,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.9809473
46,999.8,1000.2,1000,0.40000000000009095,"flash_crash",1768680090.9841614
47,999.8,1000.2,1000,0.40000000000009095,"flash_crash",1768680090.9874341
48,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.9904685
49,999.9,1000.1,1000,0.20000000000004547,"flash_crash",1768680090.9938967
